TIME[ns],     Itot[uA],      Ie[uA],     Ih[uA],      Ieg[uA],      Ihg[uA] 
3.000000E-01    -1.369267E+00   -8.572729E-01    -5.119937E-01   0.000000E+00   0.000000E+00 
3.100000E-01    -1.365845E+00   -8.546539E-01    -5.111911E-01   0.000000E+00   0.000000E+00 
3.200000E-01    -1.362166E+00   -8.520346E-01    -5.101317E-01   0.000000E+00   0.000000E+00 
3.300000E-01    -1.358745E+00   -8.494153E-01    -5.093298E-01   0.000000E+00   0.000000E+00 
3.400000E-01    -1.355519E+00   -8.472485E-01    -5.082709E-01   0.000000E+00   0.000000E+00 
3.500000E-01    -1.352099E+00   -8.446289E-01    -5.074697E-01   0.000000E+00   0.000000E+00 
3.600000E-01    -1.348421E+00   -8.420099E-01    -5.064113E-01   0.000000E+00   0.000000E+00 
3.700000E-01    -1.345001E+00   -8.393903E-01    -5.056105E-01   0.000000E+00   0.000000E+00 
3.800000E-01    -1.341324E+00   -8.367710E-01    -5.045529E-01   0.000000E+00   0.000000E+00 
3.900000E-01    -1.337904E+00   -8.341514E-01    -5.037527E-01   0.000000E+00   0.000000E+00 
4.000000E-01    -1.334484E+00   -8.315317E-01    -5.029525E-01   0.000000E+00   0.000000E+00 
4.100000E-01    -1.330808E+00   -8.289124E-01    -5.018956E-01   0.000000E+00   0.000000E+00 
4.200000E-01    -1.327841E+00   -8.267449E-01    -5.010962E-01   0.000000E+00   0.000000E+00 
4.300000E-01    -1.324166E+00   -8.241253E-01    -5.000402E-01   0.000000E+00   0.000000E+00 
4.400000E-01    -1.320747E+00   -8.215056E-01    -4.992410E-01   0.000000E+00   0.000000E+00 
4.500000E-01    -1.317071E+00   -8.188855E-01    -4.981855E-01   0.000000E+00   0.000000E+00 
4.600000E-01    -1.313653E+00   -8.162658E-01    -4.973871E-01   0.000000E+00   0.000000E+00 
4.700000E-01    -1.309978E+00   -8.136454E-01    -4.963321E-01   0.000000E+00   0.000000E+00 
4.800000E-01    -1.306560E+00   -8.110256E-01    -4.955344E-01   0.000000E+00   0.000000E+00 
4.900000E-01    -1.303142E+00   -8.084058E-01    -4.947366E-01   0.000000E+00   0.000000E+00 
5.000000E-01    -1.299921E+00   -8.062382E-01    -4.936825E-01   0.000000E+00   0.000000E+00 
5.100000E-01    -1.296503E+00   -8.036182E-01    -4.928853E-01   0.000000E+00   0.000000E+00 
5.200000E-01    -1.292830E+00   -8.009976E-01    -4.918321E-01   0.000000E+00   0.000000E+00 
5.300000E-01    -1.289413E+00   -7.983773E-01    -4.910353E-01   0.000000E+00   0.000000E+00 
5.400000E-01    -1.285740E+00   -7.957571E-01    -4.899825E-01   0.000000E+00   0.000000E+00 
5.500000E-01    -1.282323E+00   -7.931363E-01    -4.891866E-01   0.000000E+00   0.000000E+00 
5.600000E-01    -1.278907E+00   -7.905161E-01    -4.883908E-01   0.000000E+00   0.000000E+00 
5.700000E-01    -1.275686E+00   -7.883480E-01    -4.873385E-01   0.000000E+00   0.000000E+00 
5.800000E-01    -1.272270E+00   -7.857271E-01    -4.865432E-01   0.000000E+00   0.000000E+00 
5.900000E-01    -1.268598E+00   -7.831063E-01    -4.854916E-01   0.000000E+00   0.000000E+00 
6.000000E-01    -1.265182E+00   -7.804854E-01    -4.846969E-01   0.000000E+00   0.000000E+00 
6.100000E-01    -1.261511E+00   -7.778648E-01    -4.836458E-01   0.000000E+00   0.000000E+00 
6.200000E-01    -1.258095E+00   -7.752438E-01    -4.828515E-01   0.000000E+00   0.000000E+00 
6.300000E-01    -1.254424E+00   -7.726232E-01    -4.818007E-01   0.000000E+00   0.000000E+00 
6.400000E-01    -1.251462E+00   -7.704546E-01    -4.810070E-01   0.000000E+00   0.000000E+00 
6.500000E-01    -1.248047E+00   -7.678330E-01    -4.802138E-01   0.000000E+00   0.000000E+00 
6.600000E-01    -1.244376E+00   -7.652123E-01    -4.791635E-01   0.000000E+00   0.000000E+00 
6.700000E-01    -1.240962E+00   -7.625909E-01    -4.783707E-01   0.000000E+00   0.000000E+00 
6.800000E-01    -1.237290E+00   -7.599694E-01    -4.773209E-01   0.000000E+00   0.000000E+00 
6.900000E-01    -1.233877E+00   -7.573483E-01    -4.765286E-01   0.000000E+00   0.000000E+00 
7.000000E-01    -1.230206E+00   -7.547268E-01    -4.754795E-01   0.000000E+00   0.000000E+00 
7.100000E-01    -1.226793E+00   -7.521053E-01    -4.746874E-01   0.000000E+00   0.000000E+00 
7.200000E-01    -1.223832E+00   -7.499361E-01    -4.738957E-01   0.000000E+00   0.000000E+00 
7.300000E-01    -1.220161E+00   -7.473142E-01    -4.728472E-01   0.000000E+00   0.000000E+00 
7.400000E-01    -1.216748E+00   -7.446926E-01    -4.720557E-01   0.000000E+00   0.000000E+00 
7.500000E-01    -1.213078E+00   -7.420706E-01    -4.710075E-01   0.000000E+00   0.000000E+00 
7.600000E-01    -1.209666E+00   -7.394489E-01    -4.702167E-01   0.000000E+00   0.000000E+00 
7.700000E-01    -1.205995E+00   -7.368262E-01    -4.691691E-01   0.000000E+00   0.000000E+00 
7.800000E-01    -1.202583E+00   -7.342040E-01    -4.683786E-01   0.000000E+00   0.000000E+00 
7.900000E-01    -1.199366E+00   -7.320348E-01    -4.673314E-01   0.000000E+00   0.000000E+00 
8.000000E-01    -1.195954E+00   -7.294124E-01    -4.665412E-01   0.000000E+00   0.000000E+00 
8.100000E-01    -1.192542E+00   -7.267904E-01    -4.657513E-01   0.000000E+00   0.000000E+00 
8.200000E-01    -1.188872E+00   -7.241677E-01    -4.647047E-01   0.000000E+00   0.000000E+00 
8.300000E-01    -1.185460E+00   -7.215451E-01    -4.639150E-01   0.000000E+00   0.000000E+00 
8.400000E-01    -1.181791E+00   -7.189226E-01    -4.628689E-01   0.000000E+00   0.000000E+00 
8.500000E-01    -1.178379E+00   -7.162995E-01    -4.620795E-01   0.000000E+00   0.000000E+00 
8.600000E-01    -1.175164E+00   -7.141297E-01    -4.610339E-01   0.000000E+00   0.000000E+00 
8.700000E-01    -1.171752E+00   -7.115069E-01    -4.602448E-01   0.000000E+00   0.000000E+00 
8.800000E-01    -1.168083E+00   -7.088839E-01    -4.591993E-01   0.000000E+00   0.000000E+00 
8.900000E-01    -1.164672E+00   -7.062609E-01    -4.584109E-01   0.000000E+00   0.000000E+00 
9.000000E-01    -1.161260E+00   -7.036373E-01    -4.576226E-01   0.000000E+00   0.000000E+00 
9.100000E-01    -1.157592E+00   -7.010147E-01    -4.565776E-01   0.000000E+00   0.000000E+00 
9.200000E-01    -1.154181E+00   -6.983912E-01    -4.557896E-01   0.000000E+00   0.000000E+00 
9.300000E-01    -1.150965E+00   -6.962204E-01    -4.547448E-01   0.000000E+00   0.000000E+00 
9.400000E-01    -1.147554E+00   -6.935967E-01    -4.539570E-01   0.000000E+00   0.000000E+00 
9.500000E-01    -1.143886E+00   -6.909730E-01    -4.529128E-01   0.000000E+00   0.000000E+00 
9.600000E-01    -1.140475E+00   -6.883498E-01    -4.521252E-01   0.000000E+00   0.000000E+00 
9.700000E-01    -1.137064E+00   -6.857257E-01    -4.513381E-01   0.000000E+00   0.000000E+00 
9.800000E-01    -1.133396E+00   -6.831017E-01    -4.502943E-01   0.000000E+00   0.000000E+00 
9.900000E-01    -1.129985E+00   -6.804779E-01    -4.495072E-01   0.000000E+00   0.000000E+00 
1.000000E+00    -1.126770E+00   -6.783061E-01    -4.484635E-01   0.000000E+00   0.000000E+00 
1.010000E+00    -1.123359E+00   -6.756820E-01    -4.476770E-01   0.000000E+00   0.000000E+00 
1.020000E+00    -1.119692E+00   -6.730579E-01    -4.466337E-01   0.000000E+00   0.000000E+00 
1.030000E+00    -1.116281E+00   -6.704333E-01    -4.458473E-01   0.000000E+00   0.000000E+00 
1.040000E+00    -1.112613E+00   -6.678092E-01    -4.448042E-01   0.000000E+00   0.000000E+00 
1.050000E+00    -1.109202E+00   -6.651844E-01    -4.440180E-01   0.000000E+00   0.000000E+00 
1.060000E+00    -1.105792E+00   -6.625596E-01    -4.432319E-01   0.000000E+00   0.000000E+00 
1.070000E+00    -1.102577E+00   -6.603876E-01    -4.421892E-01   0.000000E+00   0.000000E+00 
1.080000E+00    -1.099166E+00   -6.577624E-01    -4.414037E-01   0.000000E+00   0.000000E+00 
1.090000E+00    -1.095499E+00   -6.551380E-01    -4.403613E-01   0.000000E+00   0.000000E+00 
1.100000E+00    -1.092088E+00   -6.525122E-01    -4.395756E-01   0.000000E+00   0.000000E+00 
1.110000E+00    -1.088420E+00   -6.498869E-01    -4.385334E-01   0.000000E+00   0.000000E+00 
1.120000E+00    -1.085010E+00   -6.472619E-01    -4.377482E-01   0.000000E+00   0.000000E+00 
1.130000E+00    -1.081343E+00   -6.446363E-01    -4.367062E-01   0.000000E+00   0.000000E+00 
1.140000E+00    -1.078385E+00   -6.424635E-01    -4.359212E-01   0.000000E+00   0.000000E+00 
1.150000E+00    -1.074974E+00   -6.398376E-01    -4.351363E-01   0.000000E+00   0.000000E+00 
1.160000E+00    -1.071306E+00   -6.372118E-01    -4.340947E-01   0.000000E+00   0.000000E+00 
1.170000E+00    -1.067896E+00   -6.345860E-01    -4.333099E-01   0.000000E+00   0.000000E+00 
1.180000E+00    -1.064229E+00   -6.319602E-01    -4.322684E-01   0.000000E+00   0.000000E+00 
1.190000E+00    -1.060818E+00   -6.293342E-01    -4.314838E-01   0.000000E+00   0.000000E+00 
1.200000E+00    -1.057603E+00   -6.271604E-01    -4.304427E-01   0.000000E+00   0.000000E+00 
1.210000E+00    -1.054193E+00   -6.245340E-01    -4.296585E-01   0.000000E+00   0.000000E+00 
1.220000E+00    -1.050782E+00   -6.219079E-01    -4.288742E-01   0.000000E+00   0.000000E+00 
1.230000E+00    -1.047115E+00   -6.192816E-01    -4.278332E-01   0.000000E+00   0.000000E+00 
1.240000E+00    -1.043704E+00   -6.166548E-01    -4.270490E-01   0.000000E+00   0.000000E+00 
1.250000E+00    -1.040036E+00   -6.140279E-01    -4.260085E-01   0.000000E+00   0.000000E+00 
1.260000E+00    -1.036626E+00   -6.114010E-01    -4.252246E-01   0.000000E+00   0.000000E+00 
1.270000E+00    -1.033411E+00   -6.092271E-01    -4.241840E-01   0.000000E+00   0.000000E+00 
1.280000E+00    -1.030000E+00   -6.065998E-01    -4.234003E-01   0.000000E+00   0.000000E+00 
1.290000E+00    -1.026333E+00   -6.039730E-01    -4.223600E-01   0.000000E+00   0.000000E+00 
1.300000E+00    -1.022922E+00   -6.013452E-01    -4.215764E-01   0.000000E+00   0.000000E+00 
1.310000E+00    -1.019511E+00   -5.987180E-01    -4.207930E-01   0.000000E+00   0.000000E+00 
1.320000E+00    -1.015844E+00   -5.960907E-01    -4.197529E-01   0.000000E+00   0.000000E+00 
1.330000E+00    -1.012433E+00   -5.934631E-01    -4.189697E-01   0.000000E+00   0.000000E+00 
1.340000E+00    -1.009218E+00   -5.912881E-01    -4.179298E-01   0.000000E+00   0.000000E+00 
1.350000E+00    -1.005807E+00   -5.886600E-01    -4.171466E-01   0.000000E+00   0.000000E+00 
1.360000E+00    -1.002138E+00   -5.860317E-01    -4.161066E-01   0.000000E+00   0.000000E+00 
1.370000E+00    -9.987277E-01   -5.834039E-01    -4.153237E-01   0.000000E+00   0.000000E+00 
1.380000E+00    -9.950601E-01   -5.807759E-01    -4.142842E-01   0.000000E+00   0.000000E+00 
1.390000E+00    -9.916489E-01   -5.781474E-01    -4.135015E-01   0.000000E+00   0.000000E+00 
1.400000E+00    -9.882377E-01   -5.755191E-01    -4.127187E-01   0.000000E+00   0.000000E+00 
1.410000E+00    -9.850221E-01   -5.733429E-01    -4.116792E-01   0.000000E+00   0.000000E+00 
1.420000E+00    -9.816110E-01   -5.707144E-01    -4.108966E-01   0.000000E+00   0.000000E+00 
1.430000E+00    -9.779431E-01   -5.680859E-01    -4.098572E-01   0.000000E+00   0.000000E+00 
1.440000E+00    -9.745313E-01   -5.654565E-01    -4.090749E-01   0.000000E+00   0.000000E+00 
1.450000E+00    -9.708632E-01   -5.628275E-01    -4.080357E-01   0.000000E+00   0.000000E+00 
1.460000E+00    -9.674517E-01   -5.601984E-01    -4.072534E-01   0.000000E+00   0.000000E+00 
1.470000E+00    -9.637836E-01   -5.575693E-01    -4.062143E-01   0.000000E+00   0.000000E+00 
1.480000E+00    -9.608247E-01   -5.553925E-01    -4.054321E-01   0.000000E+00   0.000000E+00 
1.490000E+00    -9.574125E-01   -5.527627E-01    -4.046498E-01   0.000000E+00   0.000000E+00 
1.500000E+00    -9.537445E-01   -5.501334E-01    -4.036111E-01   0.000000E+00   0.000000E+00 
1.510000E+00    -9.503324E-01   -5.475032E-01    -4.028292E-01   0.000000E+00   0.000000E+00 
1.520000E+00    -9.466645E-01   -5.448740E-01    -4.017905E-01   0.000000E+00   0.000000E+00 
1.530000E+00    -9.432517E-01   -5.422434E-01    -4.010083E-01   0.000000E+00   0.000000E+00 
1.540000E+00    -9.400356E-01   -5.400659E-01    -3.999697E-01   0.000000E+00   0.000000E+00 
1.550000E+00    -9.366239E-01   -5.374359E-01    -3.991880E-01   0.000000E+00   0.000000E+00 
1.560000E+00    -9.329547E-01   -5.348052E-01    -3.981495E-01   0.000000E+00   0.000000E+00 
1.570000E+00    -9.295424E-01   -5.321746E-01    -3.973678E-01   0.000000E+00   0.000000E+00 
1.580000E+00    -9.261300E-01   -5.295438E-01    -3.965862E-01   0.000000E+00   0.000000E+00 
1.590000E+00    -9.224609E-01   -5.269130E-01    -3.955479E-01   0.000000E+00   0.000000E+00 
1.600000E+00    -9.190486E-01   -5.242823E-01    -3.947663E-01   0.000000E+00   0.000000E+00 
1.610000E+00    -9.158319E-01   -5.221039E-01    -3.937280E-01   0.000000E+00   0.000000E+00 
1.620000E+00    -9.124191E-01   -5.194726E-01    -3.929465E-01   0.000000E+00   0.000000E+00 
1.630000E+00    -9.087497E-01   -5.168411E-01    -3.919086E-01   0.000000E+00   0.000000E+00 
1.640000E+00    -9.053373E-01   -5.142100E-01    -3.911273E-01   0.000000E+00   0.000000E+00 
1.650000E+00    -9.019247E-01   -5.115788E-01    -3.903459E-01   0.000000E+00   0.000000E+00 
1.660000E+00    -8.982542E-01   -5.089463E-01    -3.893079E-01   0.000000E+00   0.000000E+00 
1.670000E+00    -8.948416E-01   -5.063150E-01    -3.885266E-01   0.000000E+00   0.000000E+00 
1.680000E+00    -8.916244E-01   -5.041355E-01    -3.874889E-01   0.000000E+00   0.000000E+00 
1.690000E+00    -8.882113E-01   -5.015035E-01    -3.867078E-01   0.000000E+00   0.000000E+00 
1.700000E+00    -8.845416E-01   -4.988716E-01    -3.856699E-01   0.000000E+00   0.000000E+00 
1.710000E+00    -8.811278E-01   -4.962387E-01    -3.848890E-01   0.000000E+00   0.000000E+00 
1.720000E+00    -8.774578E-01   -4.936065E-01    -3.838513E-01   0.000000E+00   0.000000E+00 
1.730000E+00    -8.740443E-01   -4.909740E-01    -3.830703E-01   0.000000E+00   0.000000E+00 
1.740000E+00    -8.710834E-01   -4.887939E-01    -3.822895E-01   0.000000E+00   0.000000E+00 
1.750000E+00    -8.674131E-01   -4.861612E-01    -3.812519E-01   0.000000E+00   0.000000E+00 
1.760000E+00    -8.639995E-01   -4.835283E-01    -3.804712E-01   0.000000E+00   0.000000E+00 
1.770000E+00    -8.603292E-01   -4.808955E-01    -3.794337E-01   0.000000E+00   0.000000E+00 
1.780000E+00    -8.569149E-01   -4.782618E-01    -3.786530E-01   0.000000E+00   0.000000E+00 
1.790000E+00    -8.532439E-01   -4.756284E-01    -3.776156E-01   0.000000E+00   0.000000E+00 
1.800000E+00    -8.498304E-01   -4.729953E-01    -3.768350E-01   0.000000E+00   0.000000E+00 
1.810000E+00    -8.466122E-01   -4.708144E-01    -3.757978E-01   0.000000E+00   0.000000E+00 
1.820000E+00    -8.431980E-01   -4.681807E-01    -3.750173E-01   0.000000E+00   0.000000E+00 
1.830000E+00    -8.397837E-01   -4.655470E-01    -3.742367E-01   0.000000E+00   0.000000E+00 
1.840000E+00    -8.361123E-01   -4.629127E-01    -3.731995E-01   0.000000E+00   0.000000E+00 
1.850000E+00    -8.326980E-01   -4.602788E-01    -3.724192E-01   0.000000E+00   0.000000E+00 
1.860000E+00    -8.290264E-01   -4.576444E-01    -3.713820E-01   0.000000E+00   0.000000E+00 
1.870000E+00    -8.260648E-01   -4.554630E-01    -3.706018E-01   0.000000E+00   0.000000E+00 
1.880000E+00    -8.223930E-01   -4.528282E-01    -3.695648E-01   0.000000E+00   0.000000E+00 
1.890000E+00    -8.189782E-01   -4.501938E-01    -3.687844E-01   0.000000E+00   0.000000E+00 
1.900000E+00    -8.153067E-01   -4.475591E-01    -3.677475E-01   0.000000E+00   0.000000E+00 
1.910000E+00    -8.118913E-01   -4.449239E-01    -3.669674E-01   0.000000E+00   0.000000E+00 
1.920000E+00    -8.084762E-01   -4.422891E-01    -3.661871E-01   0.000000E+00   0.000000E+00 
1.930000E+00    -8.048046E-01   -4.396542E-01    -3.651504E-01   0.000000E+00   0.000000E+00 
1.940000E+00    -8.018419E-01   -4.374714E-01    -3.643705E-01   0.000000E+00   0.000000E+00 
1.950000E+00    -7.981697E-01   -4.348361E-01    -3.633336E-01   0.000000E+00   0.000000E+00 
1.960000E+00    -7.947544E-01   -4.322008E-01    -3.625536E-01   0.000000E+00   0.000000E+00 
1.970000E+00    -7.910819E-01   -4.295651E-01    -3.615168E-01   0.000000E+00   0.000000E+00 
1.980000E+00    -7.876661E-01   -4.269290E-01    -3.607371E-01   0.000000E+00   0.000000E+00 
1.990000E+00    -7.839935E-01   -4.242931E-01    -3.597004E-01   0.000000E+00   0.000000E+00 
2.000000E+00    -7.805778E-01   -4.216572E-01    -3.589206E-01   0.000000E+00   0.000000E+00 
2.010000E+00    -7.776149E-01   -4.194741E-01    -3.581408E-01   0.000000E+00   0.000000E+00 
2.020000E+00    -7.739417E-01   -4.168375E-01    -3.571042E-01   0.000000E+00   0.000000E+00 
2.030000E+00    -7.705254E-01   -4.142010E-01    -3.563245E-01   0.000000E+00   0.000000E+00 
2.040000E+00    -7.668527E-01   -4.115645E-01    -3.552881E-01   0.000000E+00   0.000000E+00 
2.050000E+00    -7.634366E-01   -4.089282E-01    -3.545084E-01   0.000000E+00   0.000000E+00 
2.060000E+00    -7.597628E-01   -4.062908E-01    -3.534720E-01   0.000000E+00   0.000000E+00 
2.070000E+00    -7.567997E-01   -4.041071E-01    -3.526926E-01   0.000000E+00   0.000000E+00 
2.080000E+00    -7.531262E-01   -4.014700E-01    -3.516562E-01   0.000000E+00   0.000000E+00 
2.090000E+00    -7.497094E-01   -3.988328E-01    -3.508766E-01   0.000000E+00   0.000000E+00 
2.100000E+00    -7.462925E-01   -3.961954E-01    -3.500972E-01   0.000000E+00   0.000000E+00 
2.110000E+00    -7.426191E-01   -3.935580E-01    -3.490611E-01   0.000000E+00   0.000000E+00 
2.120000E+00    -7.392019E-01   -3.909201E-01    -3.482817E-01   0.000000E+00   0.000000E+00 
2.130000E+00    -7.355281E-01   -3.882827E-01    -3.472454E-01   0.000000E+00   0.000000E+00 
2.140000E+00    -7.325633E-01   -3.860972E-01    -3.464661E-01   0.000000E+00   0.000000E+00 
2.150000E+00    -7.288895E-01   -3.834594E-01    -3.454301E-01   0.000000E+00   0.000000E+00 
2.160000E+00    -7.254720E-01   -3.808213E-01    -3.446507E-01   0.000000E+00   0.000000E+00 
2.170000E+00    -7.217978E-01   -3.781830E-01    -3.436149E-01   0.000000E+00   0.000000E+00 
2.180000E+00    -7.183804E-01   -3.755448E-01    -3.428356E-01   0.000000E+00   0.000000E+00 
2.190000E+00    -7.149628E-01   -3.729063E-01    -3.420564E-01   0.000000E+00   0.000000E+00 
2.200000E+00    -7.117410E-01   -3.707203E-01    -3.410207E-01   0.000000E+00   0.000000E+00 
2.210000E+00    -7.083227E-01   -3.680812E-01    -3.402414E-01   0.000000E+00   0.000000E+00 
2.220000E+00    -7.046483E-01   -3.654428E-01    -3.392055E-01   0.000000E+00   0.000000E+00 
2.230000E+00    -7.012302E-01   -3.628036E-01    -3.384266E-01   0.000000E+00   0.000000E+00 
2.240000E+00    -6.975554E-01   -3.601645E-01    -3.373909E-01   0.000000E+00   0.000000E+00 
2.250000E+00    -6.941370E-01   -3.575251E-01    -3.366119E-01   0.000000E+00   0.000000E+00 
2.260000E+00    -6.904619E-01   -3.548859E-01    -3.355760E-01   0.000000E+00   0.000000E+00 
2.270000E+00    -6.874960E-01   -3.526989E-01    -3.347971E-01   0.000000E+00   0.000000E+00 
2.280000E+00    -6.840777E-01   -3.500593E-01    -3.340184E-01   0.000000E+00   0.000000E+00 
2.290000E+00    -6.804023E-01   -3.474195E-01    -3.329828E-01   0.000000E+00   0.000000E+00 
2.300000E+00    -6.769834E-01   -3.447795E-01    -3.322039E-01   0.000000E+00   0.000000E+00 
2.310000E+00    -6.733082E-01   -3.421397E-01    -3.311685E-01   0.000000E+00   0.000000E+00 
2.320000E+00    -6.698886E-01   -3.394990E-01    -3.303896E-01   0.000000E+00   0.000000E+00 
2.330000E+00    -6.666659E-01   -3.373117E-01    -3.293542E-01   0.000000E+00   0.000000E+00 
2.340000E+00    -6.632466E-01   -3.346711E-01    -3.285756E-01   0.000000E+00   0.000000E+00 
2.350000E+00    -6.595702E-01   -3.320303E-01    -3.275399E-01   0.000000E+00   0.000000E+00 
2.360000E+00    -6.561506E-01   -3.293891E-01    -3.267615E-01   0.000000E+00   0.000000E+00 
2.370000E+00    -6.527319E-01   -3.267488E-01    -3.259830E-01   0.000000E+00   0.000000E+00 
2.380000E+00    -6.490552E-01   -3.241075E-01    -3.249477E-01   0.000000E+00   0.000000E+00 
2.390000E+00    -6.460877E-01   -3.219188E-01    -3.241690E-01   0.000000E+00   0.000000E+00 
2.400000E+00    -6.424111E-01   -3.192773E-01    -3.231337E-01   0.000000E+00   0.000000E+00 
2.410000E+00    -6.389918E-01   -3.166363E-01    -3.223555E-01   0.000000E+00   0.000000E+00 
2.420000E+00    -6.353147E-01   -3.139944E-01    -3.213203E-01   0.000000E+00   0.000000E+00 
2.430000E+00    -6.318944E-01   -3.113526E-01    -3.205418E-01   0.000000E+00   0.000000E+00 
2.440000E+00    -6.282173E-01   -3.087106E-01    -3.195067E-01   0.000000E+00   0.000000E+00 
2.450000E+00    -6.247969E-01   -3.060686E-01    -3.187283E-01   0.000000E+00   0.000000E+00 
2.460000E+00    -6.218288E-01   -3.038788E-01    -3.179500E-01   0.000000E+00   0.000000E+00 
2.470000E+00    -6.181515E-01   -3.012364E-01    -3.169151E-01   0.000000E+00   0.000000E+00 
2.480000E+00    -6.147305E-01   -2.985936E-01    -3.161368E-01   0.000000E+00   0.000000E+00 
2.490000E+00    -6.110532E-01   -2.959513E-01    -3.151018E-01   0.000000E+00   0.000000E+00 
2.500000E+00    -6.076320E-01   -2.933081E-01    -3.143238E-01   0.000000E+00   0.000000E+00 
2.510000E+00    -6.039539E-01   -2.906650E-01    -3.132889E-01   0.000000E+00   0.000000E+00 
2.520000E+00    -6.009854E-01   -2.884748E-01    -3.125106E-01   0.000000E+00   0.000000E+00 
2.530000E+00    -5.973069E-01   -2.858310E-01    -3.114759E-01   0.000000E+00   0.000000E+00 
2.540000E+00    -5.938854E-01   -2.831874E-01    -3.106980E-01   0.000000E+00   0.000000E+00 
2.550000E+00    -5.904631E-01   -2.805432E-01    -3.099199E-01   0.000000E+00   0.000000E+00 
2.560000E+00    -5.867847E-01   -2.778997E-01    -3.088850E-01   0.000000E+00   0.000000E+00 
2.570000E+00    -5.833625E-01   -2.752553E-01    -3.081072E-01   0.000000E+00   0.000000E+00 
2.580000E+00    -5.796836E-01   -2.726110E-01    -3.070726E-01   0.000000E+00   0.000000E+00 
2.590000E+00    -5.767137E-01   -2.704191E-01    -3.062946E-01   0.000000E+00   0.000000E+00 
2.600000E+00    -5.730344E-01   -2.677743E-01    -3.052601E-01   0.000000E+00   0.000000E+00 
2.610000E+00    -5.696118E-01   -2.651295E-01    -3.044823E-01   0.000000E+00   0.000000E+00 
2.620000E+00    -5.659319E-01   -2.624843E-01    -3.034477E-01   0.000000E+00   0.000000E+00 
2.630000E+00    -5.625090E-01   -2.598389E-01    -3.026700E-01   0.000000E+00   0.000000E+00 
2.640000E+00    -5.590852E-01   -2.571930E-01    -3.018923E-01   0.000000E+00   0.000000E+00 
2.650000E+00    -5.558576E-01   -2.550000E-01    -3.008576E-01   0.000000E+00   0.000000E+00 
2.660000E+00    -5.524344E-01   -2.523543E-01    -3.000801E-01   0.000000E+00   0.000000E+00 
