TIME[ns],    Itot[uA],
1.1062    -1.09656
1.11005    -1.09514
1.1139    -1.09377
1.11776    -1.09287
1.12161    -1.09148
1.12547    -1.09057
1.12932    -1.08919
1.13318    -1.08828
1.13703    -1.08689
1.14088    -1.08551
1.14474    -1.08461
1.14859    -1.08322
1.15245    -1.08233
1.1563    -1.08095
1.16016    -1.07957
1.16401    -1.07868
1.16787    -1.0773
1.17172    -1.07641
1.17557    -1.07503
1.17943    -1.07412
1.18328    -1.07276
1.18714    -1.07137
1.19099    -1.07048
1.19485    -1.06912
1.1987    -1.06822
1.20255    -1.06683
1.20641    -1.06597
1.21026    -1.06458
1.21412    -1.0632
1.21797    -1.06231
1.22183    -1.06093
1.22568    -1.06003
1.22953    -1.05865
1.23339    -1.05653
1.23724    -1.05518
1.2411    -1.0538
1.24495    -1.05291
1.24881    -1.05154
1.25266    -1.05063
1.25651    -1.04927
1.26037    -1.04838
1.26422    -1.04701
1.26808    -1.04565
1.27193    -1.04475
1.27579    -1.04339
1.27964    -1.0425
1.2835    -1.04113
1.28735    -1.04024
1.2912    -1.03887
1.29506    -1.0375
1.29891    -1.03661
1.30277    -1.03524
1.30662    -1.03436
1.31048    -1.03298
1.31433    -1.03163
1.31818    -1.03072
1.32204    -1.02935
1.32589    -1.02847
1.32975    -1.0271
1.3336    -1.02619
1.33746    -1.02486
1.34131    -1.02349
1.34516    -1.0226
1.34902    -1.02123
1.35287    -1.02036
1.35673    -1.019
1.36058    -1.01811
1.36444    -1.01675
1.36829    -1.01539
1.37215    -1.0145
1.376    -1.01314
1.37985    -1.01226
1.38371    -1.01089
1.38756    -1.01
1.39142    -1.00865
1.39527    -1.0073
1.39913    -1.00644
1.40298    -1.00508
1.40683    -1.0042
1.41069    -1.00283
1.41454    -1.00194
1.4184    -1.00058
1.42225    -0.999243
1.42611    -0.998388
1.42996    -0.997019
1.43381    -0.996137
1.43767    -0.994781
1.44152    -0.99391
1.44538    -0.992549
1.44923    -0.991187
1.45309    -0.990321
1.45694    -0.988956
1.46079    -0.988085
1.46465    -0.986724
1.4685    -0.98536
1.47236    -0.984488
1.47621    -0.983135
1.48007    -0.982251
1.48392    -0.980898
1.48778    -0.98002
1.49163    -0.978653
1.49548    -0.977303
1.49934    -0.976423
1.50319    -0.975052
1.50705    -0.974188
1.5109    -0.972821
1.51476    -0.971932
1.51861    -0.969359
1.52246    -0.967998
1.52632    -0.967125
1.53017    -0.965779
1.53403    -0.964892
1.53788    -0.963528
1.54174    -0.962656
1.54559    -0.961301
1.54944    -0.959935
1.5533    -0.959059
1.55715    -0.957713
1.56101    -0.956832
1.56486    -0.955482
1.56872    -0.95461
1.57257    -0.953245
1.57643    -0.951904
1.58028    -0.951024
1.58413    -0.949662
1.58799    -0.9488
1.59184    -0.947443
1.5957    -0.946557
1.59955    -0.945221
1.60341    -0.943864
1.60726    -0.942983
1.61111    -0.941639
1.61497    -0.94076
1.61882    -0.939409
1.62268    -0.938546
1.62653    -0.937187
1.63039    -0.935827
1.63424    -0.93496
1.63809    -0.933605
1.64195    -0.932718
1.6458    -0.931383
1.64966    -0.930018
1.65351    -0.929155
1.65737    -0.92782
1.66122    -0.926947
1.66508    -0.925581
1.66893    -0.924727
1.67278    -0.923371
1.67664    -0.922018
1.68049    -0.921159
1.68435    -0.919802
1.6882    -0.918923
1.69206    -0.917599
1.69591    -0.91672
1.69976    -0.915365
1.70362    -0.914027
1.70747    -0.913151
1.71133    -0.91179
1.71518    -0.910931
1.71904    -0.909578
1.72289    -0.908707
1.72674    -0.907377
1.7306    -0.906019
1.73445    -0.905134
1.73831    -0.903804
1.74216    -0.902921
1.74602    -0.901563
1.74987    -0.900705
1.75372    -0.899346
1.75758    -0.897987
1.76143    -0.897132
1.76529    -0.895776
1.76914    -0.894906
1.773    -0.893569
1.77685    -0.892699
1.78071    -0.891342
1.78456    -0.890009
1.78841    -0.889141
1.79227    -0.887787
1.79612    -0.886929
1.79998    -0.885578
1.80383    -0.884246
1.80769    -0.883387
1.81154    -0.88203
1.81539    -0.88116
1.81925    -0.879845
1.8231    -0.878969
1.82696    -0.877624
1.83081    -0.876286
1.83467    -0.875405
1.83852    -0.874065
1.84237    -0.873197
1.84623    -0.871842
1.85008    -0.870974
1.85394    -0.86965
1.85779    -0.868294
1.86165    -0.867428
1.8655    -0.86608
1.86936    -0.865211
1.87321    -0.863886
1.87706    -0.863021
1.88092    -0.861668
1.88477    -0.860331
1.88863    -0.859465
1.89248    -0.858111
1.89634    -0.857254
1.90019    -0.855908
1.90404    -0.855031
1.9079    -0.853717
1.91175    -0.852369
1.91561    -0.851495
1.91946    -0.850155
1.92332    -0.849286
1.92717    -0.84794
1.93102    -0.847077
1.93488    -0.845726
1.93873    -0.844411
1.94259    -0.843546
1.94644    -0.842199
1.9503    -0.841331
1.95415    -0.839985
1.958    -0.838639
1.96186    -0.837771
1.96571    -0.836425
1.96957    -0.834326
1.97342    -0.832981
1.97728    -0.832122
1.98113    -0.83078
1.98499    -0.829465
1.98884    -0.828603
1.99269    -0.827252
1.99655    -0.826389
2.0004    -0.825074
2.00426    -0.824199
2.00811    -0.822861
2.01197    -0.821518
2.01582    -0.820673
2.01967    -0.819332
2.02353    -0.818462
2.02738    -0.817118
2.03124    -0.816254
2.03509    -0.814905
2.03895    -0.813561
2.0428    -0.812692
2.04665    -0.811346
2.05051    -0.810483
2.05436    -0.809133
2.05822    -0.808265
2.06207    -0.806922
2.06593    -0.805574
2.06978    -0.80471
2.07364    -0.803369
2.07749    -0.802504
2.08134    -0.801157
2.0852    -0.799818
2.08905    -0.798951
2.09291    -0.797604
2.09676    -0.796741
2.10062    -0.795394
2.10447    -0.794526
2.10832    -0.793184
2.11218    -0.791837
2.11603    -0.79097
2.11989    -0.789629
2.12374    -0.788758
2.1276    -0.787416
2.13145    -0.786551
2.1353    -0.785211
2.13916    -0.783867
2.14301    -0.783
2.14687    -0.781676
2.15072    -0.780808
2.15458    -0.779462
2.15843    -0.778591
2.16228    -0.777248
2.16614    -0.7759
2.16999    -0.775028
2.17385    -0.773686
2.1777    -0.772817
2.18156    -0.77147
2.18541    -0.770612
2.18927    -0.769265
2.19312    -0.767918
2.19697    -0.767055
2.20083    -0.76571
2.20468    -0.764842
2.20854    -0.763502
2.21239    -0.762643
2.21625    -0.761308
2.2201    -0.759963
2.22395    -0.759092
2.22781    -0.757747
2.23166    -0.756878
2.23552    -0.755529
2.23937    -0.754187
2.24323    -0.753314
2.24708    -0.751968
2.25093    -0.751102
2.25479    -0.749754
2.25864    -0.748883
2.2625    -0.74754
2.26635    -0.746193
2.27021    -0.745321
2.27406    -0.743975
2.27792    -0.74312
2.28177    -0.741767
2.28562    -0.740905
2.28948    -0.739556
2.29333    -0.738207
2.29719    -0.737356
2.30104    -0.736004
2.3049    -0.735137
2.30875    -0.733791
2.3126    -0.732919
2.31646    -0.731575
2.32031    -0.730226
2.32417    -0.729356
2.32802    -0.728012
2.33188    -0.72714
2.33573    -0.72579
2.33958    -0.72492
2.34344    -0.723568
2.34729    -0.722215
2.35115    -0.721347
2.355    -0.719994
2.35886    -0.71912
2.36271    -0.717773
2.36656    -0.716903
2.37042    -0.715549
2.37427    -0.714203
2.37813    -0.713329
2.38198    -0.711977
2.38584    -0.711109
2.38969    -0.709756
2.39355    -0.708404
2.3974    -0.707555
2.40125    -0.706199
2.40511    -0.705329
2.40896    -0.703975
2.41282    -0.703101
2.41667    -0.70175
2.42053    -0.700404
2.42438    -0.699529
2.42823    -0.69818
2.43209    -0.697304
2.43594    -0.695951
2.4398    -0.695079
2.44365    -0.693727
2.44751    -0.692371
2.45136    -0.691501
2.45521    -0.690143
2.45907    -0.689266
2.46292    -0.68791
2.46678    -0.687031
2.47063    -0.685674
2.47449    -0.68432
2.47834    -0.683457
2.4822    -0.682104
2.48605    -0.681226
2.4899    -0.679867
2.49376    -0.67899
2.49761    -0.677635
2.50147    -0.676277
2.50532    -0.675405
2.50918    -0.674047
2.51303    -0.673172
2.51688    -0.671813
2.52074    -0.670465
2.52459    -0.669582
2.52845    -0.668226
2.5323    -0.667342
2.53616    -0.665983
2.54001    -0.665102
2.54386    -0.663744
2.54772    -0.662383
2.55157    -0.661503
2.55543    -0.660142
2.55928    -0.659262
2.56314    -0.657902
2.56699    -0.65702
2.57084    -0.65566
2.5747    -0.654304
2.57855    -0.653413
2.58241    -0.652075
2.58626    -0.651188
2.59012    -0.649822
2.59397    -0.648936
2.59783    -0.647572
2.60168    -0.646211
2.60553    -0.64533
2.60939    -0.643963
2.61324    -0.64308
2.6171    -0.641717
2.62095    -0.640831
2.62481    -0.639466
2.62866    -0.638128
2.63251    -0.637239
2.63637    -0.635877
2.64022    -0.634985
2.64408    -0.632405
2.64793    -0.631036
2.65179    -0.630147
2.65564    -0.628772
2.65949    -0.627884
2.66335    -0.626514
2.6672    -0.625621
2.67106    -0.624251
2.67491    -0.622899
2.67877    -0.622003
2.68262    -0.620637
2.68648    -0.619744
2.69033    -0.618374
2.69418    -0.617483
2.69804    -0.616107
2.70189    -0.614728
2.70575    -0.613831
2.7096    -0.612478
2.71346    -0.611583
2.71731    -0.610206
2.72116    -0.60931
2.72502    -0.607932
2.72887    -0.606558
2.73273    -0.605683
2.73658    -0.60431
2.74044    -0.603411
2.74429    -0.602036
2.74814    -0.601136
2.752    -0.599764
2.75585    -0.598386
2.75971    -0.597481
2.76356    -0.596096
2.76742    -0.595192
2.77127    -0.593806
2.77512    -0.59245
2.77898    -0.591543
2.78283    -0.590187
2.78669    -0.589279
2.79054    -0.587898
2.7944    -0.587
2.79825    -0.585618
2.80211    -0.584232
2.80596    -0.583328
2.80981    -0.581941
2.81367    -0.58104
2.81752    -0.579653
2.82138    -0.578742
2.82523    -0.577348
2.82909    -0.575957
2.83294    -0.57504
2.83679    -0.573651
2.84065    -0.572734
2.8445    -0.571344
2.84836    -0.570427
2.85221    -0.569037
2.85607    -0.567642
2.85992    -0.566732
2.86377    -0.565335
2.86763    -0.564425
2.87148    -0.563036
2.87534    -0.562124
2.87919    -0.560719
2.88305    -0.55932
2.8869    -0.55839
2.89076    -0.556992
2.89461    -0.556064
2.89846    -0.554663
2.90232    -0.553258
2.90617    -0.552337
2.91003    -0.55093
2.91388    -0.550009
2.91774    -0.548602
2.92159    -0.547681
2.92544    -0.546276
2.9293    -0.544877
2.93315    -0.543949
2.93701    -0.542551
2.94086    -0.541611
2.94472    -0.540201
2.94857    -0.539261
2.95242    -0.537871
2.95628    -0.536453
2.96013    -0.535522
2.96399    -0.534103
2.96784    -0.53317
2.9717    -0.531753
2.97555    -0.530821
2.97941    -0.529402
2.98326    -0.527992
2.98711    -0.527052
2.99097    -0.525642
2.99482    -0.524701
2.99868    -0.523292
3.00253    -0.522337
3.00639    -0.520914
3.01024    -0.519481
3.01409    -0.518536
3.01795    -0.517103
3.0218    -0.51616
3.02566    -0.514725
3.02951    -0.513303
3.03337    -0.51235
3.03722    -0.510927
3.04107    -0.509973
3.04493    -0.508551
3.04878    -0.507597
3.05264    -0.506175
3.05649    -0.504743
3.06035    -0.503783
3.0642    -0.502335
3.06805    -0.501377
3.07191    -0.499941
3.07576    -0.498983
3.07962    -0.497534
3.08347    -0.496096
3.08733    -0.495128
3.09118    -0.493691
3.09504    -0.492737
3.09889    -0.491301
3.10274    -0.49033
3.1066    -0.488893
3.11045    -0.487446
3.11431    -0.486486
3.11816    -0.485021
3.12202    -0.484045
3.12587    -0.482578
3.12972    -0.481603
3.13358    -0.480137
3.13743    -0.478683
3.14129    -0.477697
3.14514    -0.476243
3.149    -0.475256
3.15285    -0.473803
3.1567    -0.472337
3.16056    -0.471362
3.16441    -0.469897
3.16827    -0.468923
3.17212    -0.467457
3.17598    -0.466482
3.17983    -0.464997
3.18369    -0.463525
3.18754    -0.462518
3.19139    -0.461046
3.19525    -0.46004
3.1991    -0.458568
3.20296    -0.45756
3.20681    -0.456089
3.21067    -0.454626
3.21452    -0.453633
3.21837    -0.452148
3.22223    -0.451154
3.22608    -0.449669
3.22994    -0.448676
3.23379    -0.447189
3.23765    -0.445698
3.2415    -0.444669
3.24535    -0.443177
3.24921    -0.442149
3.25306    -0.440657
3.25692    -0.43915
3.26077    -0.438137
3.26463    -0.436631
3.26848    -0.435617
3.27233    -0.434111
3.27619    -0.433117
3.28004    -0.431609
3.2839    -0.430118
3.28775    -0.42909
3.29161    -0.427597
3.29546    -0.426547
3.29932    -0.425033
3.30317    -0.42398
3.30702    -0.422467
3.31088    -0.420936
3.31473    -0.419901
3.31859    -0.418371
3.32244    -0.417334
3.3263    -0.415805
3.33015    -0.414769
3.334    -0.413238
3.33786    -0.411725
3.34171    -0.410673
3.34557    -0.409158
3.34942    -0.408107
3.35328    -0.406594
3.35713    -0.405039
3.36098    -0.403979
3.36484    -0.402425
3.36869    -0.401366
3.37255    -0.39981
3.3764    -0.398751
3.38026    -0.397197
3.38411    -0.395659
3.38797    -0.394582
3.39182    -0.393045
3.39567    -0.391968
3.39953    -0.39043
3.40338    -0.389354
3.40724    -0.387816
3.41109    -0.386261
3.41495    -0.385177
3.4188    -0.383595
3.42265    -0.382511
3.42651    -0.38093
3.43036    -0.379844
3.43422    -0.378264
3.43807    -0.376723
3.44193    -0.37439
3.44578    -0.372828
3.44963    -0.371726
3.45349    -0.370162
3.45734    -0.368581
3.4612    -0.367497
3.46505    -0.365916
3.46891    -0.364832
3.47276    -0.363225
3.47661    -0.362113
3.48047    -0.360507
3.48432    -0.358918
3.48818    -0.357789
3.49203    -0.356199
3.49589    -0.355071
3.49974    -0.353481
3.5036    -0.352353
3.50745    -0.350764
3.5113    -0.349157
3.51516    -0.348046
3.51901    -0.346439
3.52287    -0.345327
3.52672    -0.343721
3.53058    -0.342105
3.53443    -0.34095
3.53828    -0.339334
3.54214    -0.33818
3.54599    -0.336564
3.54985    -0.335434
3.5537    -0.333818
3.55756    -0.332186
3.56141    -0.331047
3.56526    -0.329416
3.56912    -0.328277
3.57297    -0.326646
3.57683    -0.325508
3.58068    -0.323876
3.58454    -0.322235
3.58839    -0.321057
3.59225    -0.319415
3.5961    -0.318237
3.59995    -0.316596
3.60381    -0.315418
3.60766    -0.313776
3.61152    -0.31212
3.61537    -0.310956
3.61923    -0.3093
3.62308    -0.308137
3.62693    -0.306481
3.63079    -0.304838
3.63464    -0.303662
3.6385    -0.302018
3.64235    -0.30082
3.64621    -0.299155
3.65006    -0.297955
3.65391    -0.29629
3.65777    -0.294613
3.66162    -0.293425
3.66548    -0.291749
3.66933    -0.290562
3.67319    -0.288884
3.67704    -0.287698
3.68089    -0.286021
3.68475    -0.284362
3.6886    -0.283164
3.69246    -0.281499
3.69631    -0.280301
3.70017    -0.278617
3.70402    -0.276923
3.70788    -0.275716
3.71173    -0.274022
3.71558    -0.272816
3.71944    -0.271123
3.72329    -0.269916
3.72715    -0.268222
3.731    -0.266537
3.73486    -0.265322
3.73871    -0.263636
3.74256    -0.262422
3.74642    -0.260736
3.75027    -0.259522
3.75413    -0.257835
3.75798    -0.25613
3.76184    -0.254909
3.76569    -0.253204
3.76954    -0.251982
3.7734    -0.250278
3.77725    -0.248577
3.78111    -0.247352
3.78496    -0.245651
3.78882    -0.244426
3.79267    -0.242725
3.79653    -0.241501
3.80038    -0.239799
3.80423    -0.238096
3.80809    -0.236873
3.81194    -0.235164
3.8158    -0.233933
3.81965    -0.232225
3.82351    -0.230994
3.82736    -0.229285
3.83121    -0.227576
3.83507    -0.226345
3.83892    -0.224636
3.84278    -0.223406
3.84663    -0.221697
3.85049    -0.219988
3.85434    -0.218758
3.85819    -0.217048
3.86205    -0.215818
3.8659    -0.214109
3.86976    -0.214107
3.87361    -0.213627
3.87747    -0.213147
3.88132    -0.213145
3.88517    -0.212665
3.88903    -0.212664
3.89288    -0.212184
3.89674    -0.212183
3.90059    -0.211703
3.90445    -0.211223
3.9083    -0.211222
3.91216    -0.210742
3.91601    -0.210741
3.91986    -0.210261
3.92372    -0.209781
3.92757    -0.20978
3.93143    -0.209299
3.93528    -0.209298
3.93914    -0.208819
3.94299    -0.208817
3.94684    -0.208337
3.9507    -0.207858
3.95455    -0.207856
3.95841    -0.207376
3.96226    -0.207375
3.96612    -0.206894
3.96997    -0.206894
3.97382    -0.206414
3.97768    -0.205933
3.98153    -0.205933
3.98539    -0.205453
3.98924    -0.205451
3.9931    -0.204971
3.99695    -0.204492
4.00081    -0.20449
4.00466    -0.204011
4.00851    -0.20401
4.01237    -0.20353
4.01622    -0.203529
4.02008    -0.203049
4.02393    -0.202569
4.02779    -0.202568
4.03164    -0.202089
4.03549    -0.202087
4.03935    -0.201608
4.0432    -0.201607
4.04706    -0.201127
4.05091    -0.200647
4.05477    -0.200646
4.05862    -0.200166
4.06247    -0.200165
4.06633    -0.199686
4.07018    -0.199206
4.07404    -0.199205
4.07789    -0.198725
4.08175    -0.198724
4.0856    -0.198244
4.08946    -0.198243
4.09331    -0.197763
4.09716    -0.197284
4.10102    -0.197283
4.10487    -0.196803
4.10873    -0.196802
4.11258    -0.196323
4.11644    -0.195843
4.12029    -0.195842
4.12414    -0.195363
4.128    -0.195362
4.13185    -0.194882
4.13571    -0.194881
4.13956    -0.194402
4.14342    -0.193922
4.14727    -0.193922
4.15112    -0.193442
4.15498    -0.193441
4.15883    -0.192962
4.16269    -0.192482
4.16654    -0.192481
4.1704    -0.192002
4.17425    -0.192
4.1781    -0.191521
4.18196    -0.19152
4.18581    -0.19104
4.18967    -0.190561
4.19352    -0.19056
4.19738    -0.190081
4.20123    -0.19008
4.20509    -0.1896
4.20894    -0.189599
4.21279    -0.18912
4.21665    -0.188641
4.2205    -0.18864
4.22436    -0.18816
4.22821    -0.188159
4.23207    -0.18768
4.23592    -0.187201
4.23977    -0.1872
4.24363    -0.186721
4.24748    -0.18672
4.25134    -0.18624
4.25519    -0.18624
4.25905    -0.18576
4.2629    -0.185281
4.26675    -0.18528
4.27061    -0.184801
4.27446    -0.1848
4.27832    -0.184321
4.28217    -0.183841
4.28603    -0.183841
4.28988    -0.183361
4.29374    -0.18336
4.29759    -0.182881
4.30144    -0.18288
4.3053    -0.182401
4.30915    -0.181922
4.31301    -0.181921
4.31686    -0.181441
4.32072    -0.181441
4.32457    -0.180962
4.32842    -0.180482
4.33228    -0.180481
4.33613    -0.180002
4.33999    -0.180002
4.34384    -0.179522
4.3477    -0.179522
4.35155    -0.179043
4.3554    -0.178563
4.35926    -0.178563
4.36311    -0.178084
4.36697    -0.178083
4.37082    -0.177603
4.37468    -0.177124
4.37853    -0.177123
4.38238    -0.176644
4.38624    -0.176644
4.39009    -0.176164
4.39395    -0.176164
4.3978    -0.175684
4.40166    -0.175205
4.40551    -0.175205
4.40937    -0.174725
4.41322    -0.174725
4.41707    -0.174246
4.42093    -0.173766
4.42478    -0.173766
4.42864    -0.173287
4.43249    -0.173286
4.43635    -0.172807
4.4402    -0.172806
4.44405    -0.172327
4.44791    -0.171848
4.45176    -0.171848
4.45562    -0.171368
4.45947    -0.171368
4.46333    -0.170889
4.46718    -0.17041
4.47103    -0.170409
4.47489    -0.16993
4.47874    -0.169929
4.4826    -0.16945
4.48645    -0.168971
4.49031    -0.16897
4.49416    -0.168491
4.49802    -0.168491
4.50187    -0.168012
4.50572    -0.168011
4.50958    -0.167532
4.51343    -0.167053
4.51729    -0.167052
4.52114    -0.166573
4.525    -0.166573
4.52885    -0.166094
4.5327    -0.165615
4.53656    -0.165614
4.54041    -0.165135
4.54427    -0.165135
4.54812    -0.164656
4.55198    -0.164655
4.55583    -0.164176
4.55968    -0.163697
4.56354    -0.163697
4.56739    -0.163218
4.57125    -0.163217
4.5751    -0.162738
4.57896    -0.162259
4.58281    -0.162259
4.58666    -0.16178
4.59052    -0.161779
4.59437    -0.1613
4.59823    -0.160821
4.60208    -0.160821
4.60594    -0.160342
4.60979    -0.160341
4.61365    -0.159862
4.6175    -0.159862
4.62135    -0.159383
4.62521    -0.158904
4.62906    -0.158903
4.63292    -0.158424
4.63677    -0.158424
4.64063    -0.157945
4.64448    -0.157466
4.64833    -0.157465
4.65219    -0.156987
4.65604    -0.156986
4.6599    -0.156507
4.66375    -0.156507
4.66761    -0.156028
4.67146    -0.155549
4.67531    -0.155549
4.67917    -0.15507
4.68302    -0.155069
4.68688    -0.15459
4.69073    -0.154112
4.69459    -0.154111
4.69844    -0.153632
4.7023    -0.153632
4.70615    -0.153153
4.71    -0.152674
4.71386    -0.152674
4.71771    -0.152194
4.72157    -0.152194
4.72542    -0.151715
4.72928    -0.151715
4.73313    -0.151236
4.73698    -0.150757
4.74084    -0.150756
4.74469    -0.150278
4.74855    -0.150277
4.7524    -0.149798
4.75626    -0.14932
4.76011    -0.149319
4.76396    -0.148841
4.76782    -0.14884
4.77167    -0.148361
4.77553    -0.147882
4.77938    -0.147882
4.78324    -0.147403
4.78709    -0.147403
4.79094    -0.146924
4.7948    -0.146445
4.79865    -0.146445
4.80251    -0.145966
4.80636    -0.145966
4.81022    -0.145487
4.81407    -0.145486
4.81793    -0.145008
4.82178    -0.144529
4.82563    -0.144528
4.82949    -0.14405
4.83334    -0.144049
4.8372    -0.14357
4.84105    -0.143092
4.84491    -0.143091
4.84876    -0.142612
4.85261    -0.142612
4.85647    -0.142133
4.86032    -0.141655
4.86418    -0.141654
4.86803    -0.141176
4.87189    -0.141175
4.87574    -0.140697
4.87959    -0.140218
4.88345    -0.140217
4.8873    -0.139739
