TIME[ns],     Itot[uA],      Ie[uA],     Ih[uA],      Ieg[uA],      Ihg[uA] 
4.900000E-01    -8.026418E-01   -5.019702E-01    -3.006716E-01   0.000000E+00   0.000000E+00 
5.000000E-01    -7.962936E-01   -4.967261E-01    -2.995675E-01   0.000000E+00   0.000000E+00 
5.100000E-01    -7.899442E-01   -4.914803E-01    -2.984639E-01   0.000000E+00   0.000000E+00 
5.200000E-01    -7.841464E-01   -4.873135E-01    -2.968329E-01   0.000000E+00   0.000000E+00 
5.300000E-01    -7.777981E-01   -4.820673E-01    -2.957308E-01   0.000000E+00   0.000000E+00 
5.400000E-01    -7.714496E-01   -4.768206E-01    -2.946290E-01   0.000000E+00   0.000000E+00 
5.500000E-01    -7.645698E-01   -4.715698E-01    -2.930000E-01   0.000000E+00   0.000000E+00 
5.600000E-01    -7.593000E-01   -4.674017E-01    -2.918983E-01   0.000000E+00   0.000000E+00 
5.700000E-01    -7.524207E-01   -4.621515E-01    -2.902692E-01   0.000000E+00   0.000000E+00 
5.800000E-01    -7.460652E-01   -4.568967E-01    -2.891685E-01   0.000000E+00   0.000000E+00 
5.900000E-01    -7.407922E-01   -4.527241E-01    -2.880681E-01   0.000000E+00   0.000000E+00 
6.000000E-01    -7.339114E-01   -4.474710E-01    -2.864404E-01   0.000000E+00   0.000000E+00 
6.100000E-01    -7.275556E-01   -4.422132E-01    -2.853423E-01   0.000000E+00   0.000000E+00 
6.200000E-01    -7.222800E-01   -4.380377E-01    -2.842423E-01   0.000000E+00   0.000000E+00 
6.300000E-01    -7.153967E-01   -4.327811E-01    -2.826156E-01   0.000000E+00   0.000000E+00 
6.400000E-01    -7.090381E-01   -4.275208E-01    -2.815173E-01   0.000000E+00   0.000000E+00 
6.500000E-01    -7.037605E-01   -4.233410E-01    -2.804195E-01   0.000000E+00   0.000000E+00 
6.600000E-01    -6.968746E-01   -4.180812E-01    -2.787933E-01   0.000000E+00   0.000000E+00 
6.700000E-01    -6.905155E-01   -4.128185E-01    -2.776970E-01   0.000000E+00   0.000000E+00 
6.800000E-01    -6.847075E-01   -4.086344E-01    -2.760730E-01   0.000000E+00   0.000000E+00 
6.900000E-01    -6.783453E-01   -4.033702E-01    -2.749751E-01   0.000000E+00   0.000000E+00 
7.000000E-01    -6.719837E-01   -3.981042E-01    -2.738795E-01   0.000000E+00   0.000000E+00 
7.100000E-01    -6.650888E-01   -3.928341E-01    -2.722548E-01   0.000000E+00   0.000000E+00 
7.200000E-01    -6.598082E-01   -3.886477E-01    -2.711605E-01   0.000000E+00   0.000000E+00 
7.300000E-01    -6.534431E-01   -3.833781E-01    -2.700651E-01   0.000000E+00   0.000000E+00 
7.400000E-01    -6.465476E-01   -3.781039E-01    -2.684437E-01   0.000000E+00   0.000000E+00 
7.500000E-01    -6.412627E-01   -3.739138E-01    -2.673489E-01   0.000000E+00   0.000000E+00 
7.600000E-01    -6.343669E-01   -3.686400E-01    -2.657269E-01   0.000000E+00   0.000000E+00 
7.700000E-01    -6.279937E-01   -3.633614E-01    -2.646323E-01   0.000000E+00   0.000000E+00 
7.800000E-01    -6.227057E-01   -3.591659E-01    -2.635399E-01   0.000000E+00   0.000000E+00 
7.900000E-01    -6.158069E-01   -3.538882E-01    -2.619187E-01   0.000000E+00   0.000000E+00 
8.000000E-01    -6.094331E-01   -3.486055E-01    -2.608276E-01   0.000000E+00   0.000000E+00 
8.100000E-01    -6.041395E-01   -3.444049E-01    -2.597346E-01   0.000000E+00   0.000000E+00 
8.200000E-01    -5.972360E-01   -3.391203E-01    -2.581157E-01   0.000000E+00   0.000000E+00 
8.300000E-01    -5.908552E-01   -3.338321E-01    -2.570231E-01   0.000000E+00   0.000000E+00 
8.400000E-01    -5.855596E-01   -3.296272E-01    -2.559324E-01   0.000000E+00   0.000000E+00 
8.500000E-01    -5.786507E-01   -3.243376E-01    -2.543131E-01   0.000000E+00   0.000000E+00 
8.600000E-01    -5.722686E-01   -3.190451E-01    -2.532235E-01   0.000000E+00   0.000000E+00 
8.700000E-01    -5.664407E-01   -3.148347E-01    -2.516060E-01   0.000000E+00   0.000000E+00 
8.800000E-01    -5.600575E-01   -3.095408E-01    -2.505167E-01   0.000000E+00   0.000000E+00 
8.900000E-01    -5.536716E-01   -3.042452E-01    -2.494265E-01   0.000000E+00   0.000000E+00 
9.000000E-01    -5.478373E-01   -3.000274E-01    -2.478099E-01   0.000000E+00   0.000000E+00 
9.100000E-01    -5.414503E-01   -2.947299E-01    -2.467204E-01   0.000000E+00   0.000000E+00 
9.200000E-01    -5.350603E-01   -2.894277E-01    -2.456326E-01   0.000000E+00   0.000000E+00 
9.300000E-01    -5.292218E-01   -2.852049E-01    -2.440168E-01   0.000000E+00   0.000000E+00 
9.400000E-01    -5.228298E-01   -2.798995E-01    -2.429303E-01   0.000000E+00   0.000000E+00 
9.500000E-01    -5.159080E-01   -2.745931E-01    -2.413149E-01   0.000000E+00   0.000000E+00 
9.600000E-01    -5.105898E-01   -2.703632E-01    -2.402266E-01   0.000000E+00   0.000000E+00 
9.700000E-01    -5.041923E-01   -2.650524E-01    -2.391399E-01   0.000000E+00   0.000000E+00 
9.800000E-01    -4.972650E-01   -2.597395E-01    -2.375256E-01   0.000000E+00   0.000000E+00 
9.900000E-01    -4.919435E-01   -2.555044E-01    -2.364391E-01   0.000000E+00   0.000000E+00 
1.000000E+00    -4.855424E-01   -2.501875E-01    -2.353549E-01   0.000000E+00   0.000000E+00 
1.010000E+00    -4.786103E-01   -2.448679E-01    -2.337424E-01   0.000000E+00   0.000000E+00 
1.020000E+00    -4.732830E-01   -2.406268E-01    -2.326562E-01   0.000000E+00   0.000000E+00 
1.030000E+00    -4.663459E-01   -2.353026E-01    -2.310432E-01   0.000000E+00   0.000000E+00 
1.040000E+00    -4.599354E-01   -2.299771E-01    -2.299583E-01   0.000000E+00   0.000000E+00 
1.050000E+00    -4.546030E-01   -2.257288E-01    -2.288742E-01   0.000000E+00   0.000000E+00 
1.060000E+00    -4.476623E-01   -2.203983E-01    -2.272640E-01   0.000000E+00   0.000000E+00 
1.070000E+00    -4.412466E-01   -2.150654E-01    -2.261812E-01   0.000000E+00   0.000000E+00 
1.080000E+00    -4.359076E-01   -2.108110E-01    -2.250966E-01   0.000000E+00   0.000000E+00 
1.090000E+00    -4.289600E-01   -2.054741E-01    -2.234859E-01   0.000000E+00   0.000000E+00 
1.100000E+00    -4.225362E-01   -2.001342E-01    -2.224020E-01   0.000000E+00   0.000000E+00 
1.110000E+00    -4.166662E-01   -1.958743E-01    -2.207919E-01   0.000000E+00   0.000000E+00 
1.120000E+00    -4.102401E-01   -1.905283E-01    -2.197118E-01   0.000000E+00   0.000000E+00 
1.130000E+00    -4.038131E-01   -1.851828E-01    -2.186303E-01   0.000000E+00   0.000000E+00 
1.140000E+00    -3.979359E-01   -1.809157E-01    -2.170202E-01   0.000000E+00   0.000000E+00 
1.150000E+00    -3.915020E-01   -1.755636E-01    -2.159384E-01   0.000000E+00   0.000000E+00 
1.160000E+00    -3.850666E-01   -1.702098E-01    -2.148568E-01   0.000000E+00   0.000000E+00 
1.170000E+00    -3.791869E-01   -1.659368E-01    -2.132501E-01   0.000000E+00   0.000000E+00 
1.180000E+00    -3.727477E-01   -1.605775E-01    -2.121702E-01   0.000000E+00   0.000000E+00 
1.190000E+00    -3.657798E-01   -1.552173E-01    -2.105625E-01   0.000000E+00   0.000000E+00 
1.200000E+00    -3.604187E-01   -1.509372E-01    -2.094815E-01   0.000000E+00   0.000000E+00 
1.210000E+00    -3.539718E-01   -1.455703E-01    -2.084015E-01   0.000000E+00   0.000000E+00 
1.220000E+00    -3.469987E-01   -1.402042E-01    -2.067945E-01   0.000000E+00   0.000000E+00 
1.230000E+00    -3.416327E-01   -1.359161E-01    -2.057165E-01   0.000000E+00   0.000000E+00 
1.240000E+00    -3.351826E-01   -1.305439E-01    -2.046387E-01   0.000000E+00   0.000000E+00 
1.250000E+00    -3.282029E-01   -1.251713E-01    -2.030316E-01   0.000000E+00   0.000000E+00 
1.260000E+00    -3.228298E-01   -1.208766E-01    -2.019532E-01   0.000000E+00   0.000000E+00 
1.270000E+00    -3.158446E-01   -1.154983E-01    -2.003464E-01   0.000000E+00   0.000000E+00 
1.280000E+00    -3.093883E-01   -1.101184E-01    -1.992699E-01   0.000000E+00   0.000000E+00 
1.290000E+00    -3.040107E-01   -1.058181E-01    -1.981926E-01   0.000000E+00   0.000000E+00 
1.300000E+00    -2.970217E-01   -1.004334E-01    -1.965883E-01   0.000000E+00   0.000000E+00 
1.310000E+00    -2.905582E-01   -9.504755E-02    -1.955107E-01   0.000000E+00   0.000000E+00 
1.320000E+00    -2.851756E-01   -9.074159E-02    -1.944340E-01   0.000000E+00   0.000000E+00 
1.330000E+00    -2.781819E-01   -8.535167E-02    -1.928302E-01   0.000000E+00   0.000000E+00 
1.340000E+00    -2.717139E-01   -7.995990E-02    -1.917540E-01   0.000000E+00   0.000000E+00 
1.350000E+00    -2.657988E-01   -7.564878E-02    -1.901500E-01   0.000000E+00   0.000000E+00 
1.360000E+00    -2.593289E-01   -7.025408E-02    -1.890748E-01   0.000000E+00   0.000000E+00 
1.370000E+00    -2.528552E-01   -6.485674E-02    -1.879985E-01   0.000000E+00   0.000000E+00 
1.380000E+00    -2.469378E-01   -6.054060E-02    -1.863972E-01   0.000000E+00   0.000000E+00 
1.390000E+00    -2.404631E-01   -5.514152E-02    -1.853216E-01   0.000000E+00   0.000000E+00 
1.400000E+00    -2.334593E-01   -4.973988E-02    -1.837194E-01   0.000000E+00   0.000000E+00 
1.410000E+00    -2.280640E-01   -4.541983E-02    -1.826441E-01   0.000000E+00   0.000000E+00 
1.420000E+00    -2.215862E-01   -4.001644E-02    -1.815698E-01   0.000000E+00   0.000000E+00 
1.430000E+00    -2.156624E-01   -3.569377E-02    -1.799686E-01   0.000000E+00   0.000000E+00 
1.440000E+00    -2.091829E-01   -3.028803E-02    -1.788949E-01   0.000000E+00   0.000000E+00 
1.450000E+00    -2.027026E-01   -2.488138E-02    -1.778212E-01   0.000000E+00   0.000000E+00 
1.460000E+00    -1.967753E-01   -2.055569E-02    -1.762196E-01   0.000000E+00   0.000000E+00 
1.470000E+00    -1.902937E-01   -1.514725E-02    -1.751465E-01   0.000000E+00   0.000000E+00 
1.480000E+00    -1.832847E-01   -9.737914E-03    -1.735468E-01   0.000000E+00   0.000000E+00 
1.490000E+00    -1.778841E-01   -5.410163E-03    -1.724740E-01   0.000000E+00   0.000000E+00 
1.500000E+00    -1.714009E-01   0.000000E+00    -1.714009E-01   0.000000E+00   0.000000E+00 
1.510000E+00    -1.698008E-01   0.000000E+00    -1.698008E-01   0.000000E+00   0.000000E+00 
1.520000E+00    -1.687288E-01   0.000000E+00    -1.687288E-01   0.000000E+00   0.000000E+00 
1.530000E+00    -1.671297E-01   0.000000E+00    -1.671297E-01   0.000000E+00   0.000000E+00 
1.540000E+00    -1.660578E-01   0.000000E+00    -1.660578E-01   0.000000E+00   0.000000E+00 
1.550000E+00    -1.649865E-01   0.000000E+00    -1.649865E-01   0.000000E+00   0.000000E+00 
1.560000E+00    -1.633866E-01   0.000000E+00    -1.633866E-01   0.000000E+00   0.000000E+00 
1.570000E+00    -1.623167E-01   0.000000E+00    -1.623167E-01   0.000000E+00   0.000000E+00 
1.580000E+00    -1.612456E-01   0.000000E+00    -1.612456E-01   0.000000E+00   0.000000E+00 
1.590000E+00    -1.596475E-01   0.000000E+00    -1.596475E-01   0.000000E+00   0.000000E+00 
1.600000E+00    -1.585765E-01   0.000000E+00    -1.585765E-01   0.000000E+00   0.000000E+00 
1.610000E+00    -1.569782E-01   0.000000E+00    -1.569782E-01   0.000000E+00   0.000000E+00 
1.620000E+00    -1.559084E-01   0.000000E+00    -1.559084E-01   0.000000E+00   0.000000E+00 
1.630000E+00    -1.548393E-01   0.000000E+00    -1.548393E-01   0.000000E+00   0.000000E+00 
1.640000E+00    -1.532413E-01   0.000000E+00    -1.532413E-01   0.000000E+00   0.000000E+00 
1.650000E+00    -1.521720E-01   0.000000E+00    -1.521720E-01   0.000000E+00   0.000000E+00 
1.660000E+00    -1.505741E-01   0.000000E+00    -1.505741E-01   0.000000E+00   0.000000E+00 
1.670000E+00    -1.495058E-01   0.000000E+00    -1.495058E-01   0.000000E+00   0.000000E+00 
1.680000E+00    -1.484365E-01   0.000000E+00    -1.484365E-01   0.000000E+00   0.000000E+00 
1.690000E+00    -1.468400E-01   0.000000E+00    -1.468400E-01   0.000000E+00   0.000000E+00 
1.700000E+00    -1.457713E-01   0.000000E+00    -1.457713E-01   0.000000E+00   0.000000E+00 
1.710000E+00    -1.447033E-01   0.000000E+00    -1.447033E-01   0.000000E+00   0.000000E+00 
1.720000E+00    -1.431072E-01   0.000000E+00    -1.431072E-01   0.000000E+00   0.000000E+00 
1.730000E+00    -1.420393E-01   0.000000E+00    -1.420393E-01   0.000000E+00   0.000000E+00 
1.740000E+00    -1.404433E-01   0.000000E+00    -1.404433E-01   0.000000E+00   0.000000E+00 
1.750000E+00    -1.393752E-01   0.000000E+00    -1.393752E-01   0.000000E+00   0.000000E+00 
1.760000E+00    -1.383082E-01   0.000000E+00    -1.383082E-01   0.000000E+00   0.000000E+00 
1.770000E+00    -1.367128E-01   0.000000E+00    -1.367128E-01   0.000000E+00   0.000000E+00 
1.780000E+00    -1.356458E-01   0.000000E+00    -1.356458E-01   0.000000E+00   0.000000E+00 
1.790000E+00    -1.340505E-01   0.000000E+00    -1.340505E-01   0.000000E+00   0.000000E+00 
1.800000E+00    -1.329841E-01   0.000000E+00    -1.329841E-01   0.000000E+00   0.000000E+00 
1.810000E+00    -1.319172E-01   0.000000E+00    -1.319172E-01   0.000000E+00   0.000000E+00 
1.820000E+00    -1.303233E-01   0.000000E+00    -1.303233E-01   0.000000E+00   0.000000E+00 
1.830000E+00    -1.292563E-01   0.000000E+00    -1.292563E-01   0.000000E+00   0.000000E+00 
1.840000E+00    -1.276623E-01   0.000000E+00    -1.276623E-01   0.000000E+00   0.000000E+00 
1.850000E+00    -1.265961E-01   0.000000E+00    -1.265961E-01   0.000000E+00   0.000000E+00 
1.860000E+00    -1.255308E-01   0.000000E+00    -1.255308E-01   0.000000E+00   0.000000E+00 
1.870000E+00    -1.239366E-01   0.000000E+00    -1.239366E-01   0.000000E+00   0.000000E+00 
1.880000E+00    -1.228715E-01   0.000000E+00    -1.228715E-01   0.000000E+00   0.000000E+00 
1.890000E+00    -1.212779E-01   0.000000E+00    -1.212779E-01   0.000000E+00   0.000000E+00 
1.900000E+00    -1.202126E-01   0.000000E+00    -1.202126E-01   0.000000E+00   0.000000E+00 
1.910000E+00    -1.191474E-01   0.000000E+00    -1.191474E-01   0.000000E+00   0.000000E+00 
1.920000E+00    -1.175546E-01   0.000000E+00    -1.175546E-01   0.000000E+00   0.000000E+00 
1.930000E+00    -1.164894E-01   0.000000E+00    -1.164894E-01   0.000000E+00   0.000000E+00 
1.940000E+00    -1.148972E-01   0.000000E+00    -1.148972E-01   0.000000E+00   0.000000E+00 
1.950000E+00    -1.138326E-01   0.000000E+00    -1.138326E-01   0.000000E+00   0.000000E+00 
1.960000E+00    -1.127683E-01   0.000000E+00    -1.127683E-01   0.000000E+00   0.000000E+00 
1.970000E+00    -1.111759E-01   0.000000E+00    -1.111759E-01   0.000000E+00   0.000000E+00 
1.980000E+00    -1.101117E-01   0.000000E+00    -1.101117E-01   0.000000E+00   0.000000E+00 
1.990000E+00    -1.090479E-01   0.000000E+00    -1.090479E-01   0.000000E+00   0.000000E+00 
2.000000E+00    -1.074559E-01   0.000000E+00    -1.074559E-01   0.000000E+00   0.000000E+00 
2.010000E+00    -1.063925E-01   0.000000E+00    -1.063925E-01   0.000000E+00   0.000000E+00 
2.020000E+00    -1.048008E-01   0.000000E+00    -1.048008E-01   0.000000E+00   0.000000E+00 
2.030000E+00    -1.037374E-01   0.000000E+00    -1.037374E-01   0.000000E+00   0.000000E+00 
2.040000E+00    -1.026738E-01   0.000000E+00    -1.026738E-01   0.000000E+00   0.000000E+00 
2.050000E+00    -1.010831E-01   0.000000E+00    -1.010831E-01   0.000000E+00   0.000000E+00 
2.060000E+00    -1.000199E-01   0.000000E+00    -1.000199E-01   0.000000E+00   0.000000E+00 
2.070000E+00    -9.842940E-02   0.000000E+00    -9.842940E-02   0.000000E+00   0.000000E+00 
2.080000E+00    -9.736627E-02   0.000000E+00    -9.736627E-02   0.000000E+00   0.000000E+00 
2.090000E+00    -9.630329E-02   0.000000E+00    -9.630329E-02   0.000000E+00   0.000000E+00 
2.100000E+00    -9.471307E-02   0.000000E+00    -9.471307E-02   0.000000E+00   0.000000E+00 
2.110000E+00    -9.365049E-02   0.000000E+00    -9.365049E-02   0.000000E+00   0.000000E+00 
2.120000E+00    -9.206037E-02   0.000000E+00    -9.206037E-02   0.000000E+00   0.000000E+00 
2.130000E+00    -9.099835E-02   0.000000E+00    -9.099835E-02   0.000000E+00   0.000000E+00 
2.140000E+00    -8.993612E-02   0.000000E+00    -8.993612E-02   0.000000E+00   0.000000E+00 
2.150000E+00    -8.834622E-02   0.000000E+00    -8.834622E-02   0.000000E+00   0.000000E+00 
2.160000E+00    -8.728427E-02   0.000000E+00    -8.728427E-02   0.000000E+00   0.000000E+00 
2.170000E+00    -8.569497E-02   0.000000E+00    -8.569497E-02   0.000000E+00   0.000000E+00 
2.180000E+00    -8.463300E-02   0.000000E+00    -8.463300E-02   0.000000E+00   0.000000E+00 
2.190000E+00    -8.304414E-02   0.000000E+00    -8.304414E-02   0.000000E+00   0.000000E+00 
2.200000E+00    -8.198268E-02   0.000000E+00    -8.198268E-02   0.000000E+00   0.000000E+00 
2.210000E+00    -8.092146E-02   0.000000E+00    -8.092146E-02   0.000000E+00   0.000000E+00 
2.220000E+00    -7.933221E-02   0.000000E+00    -7.933221E-02   0.000000E+00   0.000000E+00 
2.230000E+00    -7.827105E-02   0.000000E+00    -7.827105E-02   0.000000E+00   0.000000E+00 
2.240000E+00    -7.668242E-02   0.000000E+00    -7.668242E-02   0.000000E+00   0.000000E+00 
2.250000E+00    -7.562155E-02   0.000000E+00    -7.562155E-02   0.000000E+00   0.000000E+00 
2.260000E+00    -7.456113E-02   0.000000E+00    -7.456113E-02   0.000000E+00   0.000000E+00 
2.270000E+00    -7.297255E-02   0.000000E+00    -7.297255E-02   0.000000E+00   0.000000E+00 
2.280000E+00    -7.191176E-02   0.000000E+00    -7.191176E-02   0.000000E+00   0.000000E+00 
2.290000E+00    -7.032344E-02   0.000000E+00    -7.032344E-02   0.000000E+00   0.000000E+00 
2.300000E+00    -6.926332E-02   0.000000E+00    -6.926332E-02   0.000000E+00   0.000000E+00 
2.310000E+00    -6.820337E-02   0.000000E+00    -6.820337E-02   0.000000E+00   0.000000E+00 
2.320000E+00    -6.661565E-02   0.000000E+00    -6.661565E-02   0.000000E+00   0.000000E+00 
2.330000E+00    -6.555559E-02   0.000000E+00    -6.555559E-02   0.000000E+00   0.000000E+00 
2.340000E+00    -6.396745E-02   0.000000E+00    -6.396745E-02   0.000000E+00   0.000000E+00 
2.350000E+00    -6.290774E-02   0.000000E+00    -6.290774E-02   0.000000E+00   0.000000E+00 
2.360000E+00    -6.184802E-02   0.000000E+00    -6.184802E-02   0.000000E+00   0.000000E+00 
2.370000E+00    -6.026076E-02   0.000000E+00    -6.026076E-02   0.000000E+00   0.000000E+00 
2.380000E+00    -5.920158E-02   0.000000E+00    -5.920158E-02   0.000000E+00   0.000000E+00 
2.390000E+00    -5.761425E-02   0.000000E+00    -5.761425E-02   0.000000E+00   0.000000E+00 
2.400000E+00    -5.655475E-02   0.000000E+00    -5.655475E-02   0.000000E+00   0.000000E+00 
2.410000E+00    -5.549551E-02   0.000000E+00    -5.549551E-02   0.000000E+00   0.000000E+00 
2.420000E+00    -5.390855E-02   0.000000E+00    -5.390855E-02   0.000000E+00   0.000000E+00 
2.430000E+00    -5.284957E-02   0.000000E+00    -5.284957E-02   0.000000E+00   0.000000E+00 
2.440000E+00    -5.126327E-02   0.000000E+00    -5.126327E-02   0.000000E+00   0.000000E+00 
2.450000E+00    -5.020446E-02   0.000000E+00    -5.020446E-02   0.000000E+00   0.000000E+00 
2.460000E+00    -4.861777E-02   0.000000E+00    -4.861777E-02   0.000000E+00   0.000000E+00 
2.470000E+00    -4.755879E-02   0.000000E+00    -4.755879E-02   0.000000E+00   0.000000E+00 
2.480000E+00    -4.650020E-02   0.000000E+00    -4.650020E-02   0.000000E+00   0.000000E+00 
2.490000E+00    -4.491408E-02   0.000000E+00    -4.491408E-02   0.000000E+00   0.000000E+00 
2.500000E+00    -4.385599E-02   0.000000E+00    -4.385599E-02   0.000000E+00   0.000000E+00 
2.510000E+00    -4.227004E-02   0.000000E+00    -4.227004E-02   0.000000E+00   0.000000E+00 
2.520000E+00    -4.121171E-02   0.000000E+00    -4.121171E-02   0.000000E+00   0.000000E+00 
2.530000E+00    -4.015333E-02   0.000000E+00    -4.015333E-02   0.000000E+00   0.000000E+00 
2.540000E+00    -3.856740E-02   0.000000E+00    -3.856740E-02   0.000000E+00   0.000000E+00 
2.550000E+00    -3.750966E-02   0.000000E+00    -3.750966E-02   0.000000E+00   0.000000E+00 
2.560000E+00    -3.592413E-02   0.000000E+00    -3.592413E-02   0.000000E+00   0.000000E+00 
2.570000E+00    -3.486658E-02   0.000000E+00    -3.486658E-02   0.000000E+00   0.000000E+00 
2.580000E+00    -3.328106E-02   0.000000E+00    -3.328106E-02   0.000000E+00   0.000000E+00 
2.590000E+00    -3.222301E-02   0.000000E+00    -3.222301E-02   0.000000E+00   0.000000E+00 
2.600000E+00    -3.116556E-02   0.000000E+00    -3.116556E-02   0.000000E+00   0.000000E+00 
2.610000E+00    -2.958030E-02   0.000000E+00    -2.958030E-02   0.000000E+00   0.000000E+00 
2.620000E+00    -2.852308E-02   0.000000E+00    -2.852308E-02   0.000000E+00   0.000000E+00 
2.630000E+00    -2.693824E-02   0.000000E+00    -2.693824E-02   0.000000E+00   0.000000E+00 
2.640000E+00    -2.588117E-02   0.000000E+00    -2.588117E-02   0.000000E+00   0.000000E+00 
2.650000E+00    -2.482386E-02   0.000000E+00    -2.482386E-02   0.000000E+00   0.000000E+00 
2.660000E+00    -2.323892E-02   0.000000E+00    -2.323892E-02   0.000000E+00   0.000000E+00 
2.670000E+00    -2.218177E-02   0.000000E+00    -2.218177E-02   0.000000E+00   0.000000E+00 
2.680000E+00    -2.059711E-02   0.000000E+00    -2.059711E-02   0.000000E+00   0.000000E+00 
